record_id,date,shift,production_line,product,production_quantity,defective_units,scrap_units,downtime_minutes,defect_category,downtime_reason
289,2025-02-02,Morning,Line A,Product Delta,1441,66,15,64.78,Assembly Error,Maintenance
290,2025-02-02,Afternoon,Line A,Product Gamma,1452,78,22,42.22,Assembly Error,Changeover
291,2025-02-02,Night,Line A,Product Gamma,1296,67,16,21.53,Assembly Error,Changeover
292,2025-02-02,Morning,Line B,Product Delta,1270,24,2,35.96,Coating Defect,Mechanical Failure
293,2025-02-02,Afternoon,Line B,Product Alpha,1335,82,13,20.85,Coating Defect,Material Shortage
294,2025-02-02,Night,Line B,Product Delta,1140,60,11,17.38,Surface Defect,Material Shortage
295,2025-02-02,Morning,Line C,Product Alpha,1089,32,9,54.55,Assembly Error,Maintenance
296,2025-02-02,Afternoon,Line C,Product Alpha,1011,56,14,65.05,Surface Defect,Maintenance
297,2025-02-02,Night,Line C,Product Delta,1111,69,17,57.92,Coating Defect,Material Shortage
298,2025-02-03,Morning,Line A,Product Beta,1473,75,17,38.5,Coating Defect,Mechanical Failure
299,2025-02-03,Afternoon,Line A,Product Beta,1492,74,12,82.87,Assembly Error,Mechanical Failure
300,2025-02-03,Night,Line A,Product Delta,1361,57,8,56.32,Coating Defect,Quality Issue
301,2025-02-03,Morning,Line B,Product Alpha,1284,47,9,13.08,Coating Defect,None
302,2025-02-03,Afternoon,Line B,Product Alpha,1208,37,6,46.26,Dimensional Error,Changeover
303,2025-02-03,Night,Line B,Product Alpha,1258,36,4,9.34,Coating Defect,None
304,2025-02-03,Morning,Line C,Product Delta,1211,66,18,61.2,Dimensional Error,Changeover
305,2025-02-03,Afternoon,Line C,Product Delta,1106,32,6,69.75,Dimensional Error,Changeover
306,2025-02-03,Night,Line C,Product Alpha,1014,14,4,35.6,Coating Defect,Maintenance
307,2025-02-04,Morning,Line A,Product Gamma,1523,53,16,59.42,Coating Defect,Mechanical Failure
308,2025-02-04,Afternoon,Line A,Product Delta,1416,33,7,28.59,Surface Defect,Maintenance
309,2025-02-04,Night,Line A,Product Gamma,1275,11,2,67.37,Coating Defect,Maintenance
310,2025-02-04,Morning,Line B,Product Beta,1261,79,7,14.47,Surface Defect,None
311,2025-02-04,Afternoon,Line B,Product Alpha,1290,59,13,59.99,Surface Defect,Mechanical Failure
312,2025-02-04,Night,Line B,Product Delta,1114,14,3,27.68,Surface Defect,Changeover
313,2025-02-04,Morning,Line C,Product Alpha,1074,47,8,54.74,Dimensional Error,Mechanical Failure
314,2025-02-04,Afternoon,Line C,Product Beta,1034,57,12,39.25,Dimensional Error,Mechanical Failure
315,2025-02-04,Night,Line C,Product Delta,1115,39,6,12.26,Dimensional Error,None
316,2025-02-05,Morning,Line A,Product Gamma,1518,14,3,20.29,Assembly Error,Maintenance
317,2025-02-05,Afternoon,Line A,Product Alpha,1538,94,11,26.63,Coating Defect,Mechanical Failure
318,2025-02-05,Night,Line A,Product Beta,1418,67,15,42.18,Dimensional Error,Quality Issue
319,2025-02-05,Morning,Line B,Product Gamma,1353,82,24,19.82,Assembly Error,Changeover
320,2025-02-05,Afternoon,Line B,Product Delta,1196,64,11,30,Dimensional Error,Material Shortage
321,2025-02-05,Night,Line B,Product Gamma,1232,68,19,59.21,Dimensional Error,Material Shortage
322,2025-02-05,Morning,Line C,Product Gamma,1222,67,16,75.57,Coating Defect,Mechanical Failure
323,2025-02-05,Afternoon,Line C,Product Delta,1139,22,2,18.71,Dimensional Error,Material Shortage
324,2025-02-05,Night,Line C,Product Alpha,1000,58,6,50.31,Assembly Error,Material Shortage
325,2025-02-06,Morning,Line A,Product Alpha,1535,32,9,82.24,Dimensional Error,Mechanical Failure
326,2025-02-06,Afternoon,Line A,Product Alpha,1503,30,9,47.15,Coating Defect,Changeover
327,2025-02-06,Night,Line A,Product Alpha,1307,45,13,44.38,Coating Defect,Quality Issue
328,2025-02-06,Morning,Line B,Product Gamma,1350,62,6,53.14,Coating Defect,Material Shortage
329,2025-02-06,Afternoon,Line B,Product Gamma,1334,51,7,68.94,Coating Defect,Material Shortage
330,2025-02-06,Night,Line B,Product Delta,1173,71,6,72.04,Surface Defect,Material Shortage
331,2025-02-06,Morning,Line C,Product Delta,1168,65,12,66.13,Dimensional Error,Changeover
332,2025-02-06,Afternoon,Line C,Product Beta,1065,19,5,16.27,Dimensional Error,Quality Issue
333,2025-02-06,Night,Line C,Product Gamma,1087,9,1,10.76,Coating Defect,None
334,2025-02-07,Morning,Line A,Product Delta,1452,61,17,69.65,Surface Defect,Mechanical Failure
335,2025-02-07,Afternoon,Line A,Product Gamma,1516,70,20,8.9,Surface Defect,None
336,2025-02-07,Night,Line A,Product Gamma,1285,62,6,69.91,Assembly Error,Changeover
337,2025-02-07,Morning,Line B,Product Beta,1374,17,5,32.85,Assembly Error,Mechanical Failure
338,2025-02-07,Afternoon,Line B,Product Alpha,1296,41,11,15.98,Assembly Error,Maintenance
339,2025-02-07,Night,Line B,Product Delta,1188,24,4,53.35,Surface Defect,Maintenance
340,2025-02-07,Morning,Line C,Product Alpha,1123,20,3,75.15,Coating Defect,Maintenance
341,2025-02-07,Afternoon,Line C,Product Delta,1108,49,14,28.32,Coating Defect,Maintenance
342,2025-02-07,Night,Line C,Product Beta,1021,58,6,19.39,Assembly Error,Mechanical Failure
343,2025-02-08,Morning,Line A,Product Beta,1547,76,17,15.96,Coating Defect,Material Shortage
344,2025-02-08,Afternoon,Line A,Product Alpha,1401,39,4,78.42,Dimensional Error,Changeover
345,2025-02-08,Night,Line A,Product Gamma,1347,51,6,14.49,Surface Defect,None
346,2025-02-08,Morning,Line B,Product Alpha,1352,39,9,77.72,Coating Defect,Quality Issue
347,2025-02-08,Afternoon,Line B,Product Gamma,1209,20,3,51.54,Coating Defect,Mechanical Failure
348,2025-02-08,Night,Line B,Product Delta,1155,32,5,77.55,Coating Defect,Changeover
349,2025-02-08,Morning,Line C,Product Alpha,1069,23,5,40.2,Assembly Error,Quality Issue
350,2025-02-08,Afternoon,Line C,Product Gamma,1013,63,18,44.42,Assembly Error,Maintenance
351,2025-02-08,Night,Line C,Product Alpha,950,15,4,69.12,Coating Defect,Maintenance
352,2025-02-09,Morning,Line A,Product Beta,1440,85,18,43.32,Assembly Error,Quality Issue
353,2025-02-09,Afternoon,Line A,Product Delta,1514,38,5,30.24,Dimensional Error,Changeover
354,2025-02-09,Night,Line A,Product Beta,1309,29,7,23.25,Surface Defect,Quality Issue
355,2025-02-09,Morning,Line B,Product Beta,1306,43,5,56.31,Assembly Error,Changeover
356,2025-02-09,Afternoon,Line B,Product Delta,1287,61,16,56.25,Coating Defect,Quality Issue
357,2025-02-09,Night,Line B,Product Alpha,1219,10,1,17.33,Surface Defect,Maintenance
358,2025-02-09,Morning,Line C,Product Gamma,1120,67,19,77.2,Coating Defect,Maintenance
359,2025-02-09,Afternoon,Line C,Product Beta,1113,34,7,44.76,Surface Defect,Mechanical Failure
360,2025-02-09,Night,Line C,Product Gamma,981,13,2,33.93,Dimensional Error,Quality Issue
361,2025-02-10,Morning,Line A,Product Beta,1439,64,10,55.22,Surface Defect,Changeover
362,2025-02-10,Afternoon,Line A,Product Beta,1453,42,12,51.89,Surface Defect,Mechanical Failure
363,2025-02-10,Night,Line A,Product Delta,1403,25,6,18.76,Assembly Error,Material Shortage
364,2025-02-10,Morning,Line B,Product Alpha,1241,37,7,15.35,Coating Defect,Material Shortage
365,2025-02-10,Afternoon,Line B,Product Alpha,1214,26,7,26.25,Coating Defect,Quality Issue
366,2025-02-10,Night,Line B,Product Delta,1229,39,3,35.67,Assembly Error,Material Shortage
367,2025-02-10,Morning,Line C,Product Delta,1127,19,5,15.72,Assembly Error,Changeover
368,2025-02-10,Afternoon,Line C,Product Delta,1148,62,18,45.84,Surface Defect,Changeover
369,2025-02-10,Night,Line C,Product Gamma,1047,39,7,42.72,Dimensional Error,Maintenance
370,2025-02-11,Morning,Line A,Product Delta,1574,63,19,46.33,Assembly Error,Mechanical Failure
371,2025-02-11,Afternoon,Line A,Product Delta,1512,46,4,60.58,Coating Defect,Quality Issue
372,2025-02-11,Night,Line A,Product Beta,1281,51,14,35.63,Surface Defect,Mechanical Failure
373,2025-02-11,Morning,Line B,Product Gamma,1309,52,8,11.35,Surface Defect,None
374,2025-02-11,Afternoon,Line B,Product Beta,1301,46,6,73.74,Assembly Error,Quality Issue
375,2025-02-11,Night,Line B,Product Delta,1108,29,3,8.51,Dimensional Error,None
376,2025-02-11,Morning,Line C,Product Alpha,1051,16,1,56.35,Coating Defect,Changeover
377,2025-02-11,Afternoon,Line C,Product Alpha,1078,26,5,75.22,Surface Defect,Mechanical Failure
378,2025-02-11,Night,Line C,Product Alpha,1083,30,7,56.74,Surface Defect,Changeover
379,2025-02-12,Morning,Line A,Product Gamma,1556,64,19,56.36,Surface Defect,Maintenance
380,2025-02-12,Afternoon,Line A,Product Alpha,1456,86,8,58.79,Surface Defect,Mechanical Failure
381,2025-02-12,Night,Line A,Product Alpha,1309,81,11,48.38,Dimensional Error,Material Shortage
382,2025-02-12,Morning,Line B,Product Beta,1223,65,11,57.98,Coating Defect,Changeover
383,2025-02-12,Afternoon,Line B,Product Gamma,1244,33,6,9.01,Surface Defect,None
384,2025-02-12,Night,Line B,Product Gamma,1155,55,11,74.84,Coating Defect,Changeover
385,2025-02-12,Morning,Line C,Product Delta,1156,63,7,10.06,Dimensional Error,None
386,2025-02-12,Afternoon,Line C,Product Gamma,1177,58,8,56.67,Surface Defect,Quality Issue
387,2025-02-12,Night,Line C,Product Gamma,1088,30,3,46.92,Coating Defect,Material Shortage
388,2025-02-13,Morning,Line A,Product Delta,1450,72,10,37.15,Dimensional Error,Changeover
389,2025-02-13,Afternoon,Line A,Product Delta,1499,53,12,8.7,Coating Defect,None
390,2025-02-13,Night,Line A,Product Beta,1336,44,11,17.91,Assembly Error,Changeover
391,2025-02-13,Morning,Line B,Product Gamma,1236,41,8,50.19,Assembly Error,Quality Issue
392,2025-02-13,Afternoon,Line B,Product Gamma,1182,52,9,26.88,Surface Defect,Mechanical Failure
393,2025-02-13,Night,Line B,Product Beta,1105,55,8,36.43,Coating Defect,Quality Issue
394,2025-02-13,Morning,Line C,Product Beta,1158,42,5,18.75,Dimensional Error,Material Shortage
395,2025-02-13,Afternoon,Line C,Product Beta,1029,40,9,45.5,Surface Defect,Changeover
396,2025-02-13,Night,Line C,Product Alpha,1103,16,4,56.96,Dimensional Error,Mechanical Failure
397,2025-02-14,Morning,Line A,Product Beta,1512,55,5,12.4,Assembly Error,None
398,2025-02-14,Afternoon,Line A,Product Beta,1528,63,18,14.93,Surface Defect,None
399,2025-02-14,Night,Line A,Product Beta,1452,86,19,35.34,Assembly Error,Quality Issue
400,2025-02-14,Morning,Line B,Product Beta,1233,57,12,77.1,Assembly Error,Quality Issue
401,2025-02-14,Afternoon,Line B,Product Alpha,1306,42,4,79.69,Dimensional Error,Material Shortage
402,2025-02-14,Night,Line B,Product Gamma,1140,57,5,21.81,Surface Defect,Quality Issue
403,2025-02-14,Morning,Line C,Product Delta,1124,32,3,20.27,Coating Defect,Quality Issue
404,2025-02-14,Afternoon,Line C,Product Alpha,1157,45,8,58.64,Dimensional Error,Mechanical Failure
405,2025-02-14,Night,Line C,Product Delta,1021,25,3,18.44,Dimensional Error,Mechanical Failure
406,2025-02-15,Morning,Line A,Product Delta,1447,22,5,71.79,Coating Defect,Changeover
407,2025-02-15,Afternoon,Line A,Product Alpha,1514,25,3,18.8,Dimensional Error,Changeover
408,2025-02-15,Night,Line A,Product Beta,1321,41,11,75.78,Surface Defect,Material Shortage
409,2025-02-15,Morning,Line B,Product Delta,1336,83,16,16.27,Dimensional Error,Material Shortage
410,2025-02-15,Afternoon,Line B,Product Beta,1233,56,9,55.78,Dimensional Error,Mechanical Failure
411,2025-02-15,Night,Line B,Product Delta,1207,76,8,79.66,Assembly Error,Mechanical Failure
412,2025-02-15,Morning,Line C,Product Beta,1168,18,4,10.17,Dimensional Error,None
413,2025-02-15,Afternoon,Line C,Product Delta,1096,19,4,38.3,Coating Defect,Maintenance
414,2025-02-15,Night,Line C,Product Gamma,1084,20,2,27.26,Surface Defect,Maintenance
415,2025-02-16,Morning,Line A,Product Alpha,1463,19,6,45.56,Surface Defect,Changeover
416,2025-02-16,Afternoon,Line A,Product Delta,1376,79,7,35.37,Surface Defect,Maintenance
417,2025-02-16,Night,Line A,Product Beta,1335,21,4,43.8,Coating Defect,Maintenance
418,2025-02-16,Morning,Line B,Product Beta,1261,17,3,61.89,Coating Defect,Mechanical Failure
419,2025-02-16,Afternoon,Line B,Product Alpha,1297,42,10,51.08,Coating Defect,Quality Issue
420,2025-02-16,Night,Line B,Product Alpha,1168,14,3,40.3,Assembly Error,Mechanical Failure
421,2025-02-16,Morning,Line C,Product Gamma,1049,16,5,28.33,Surface Defect,Mechanical Failure
422,2025-02-16,Afternoon,Line C,Product Alpha,1168,66,6,28.25,Coating Defect,Quality Issue
423,2025-02-16,Night,Line C,Product Alpha,963,29,5,42.67,Assembly Error,Changeover
424,2025-02-17,Morning,Line A,Product Gamma,1531,63,8,71.67,Coating Defect,Changeover
425,2025-02-17,Afternoon,Line A,Product Delta,1515,26,4,36.46,Dimensional Error,Changeover
426,2025-02-17,Night,Line A,Product Gamma,1368,33,4,23.53,Assembly Error,Material Shortage
427,2025-02-17,Morning,Line B,Product Gamma,1234,56,15,66.81,Dimensional Error,Material Shortage
428,2025-02-17,Afternoon,Line B,Product Alpha,1246,55,12,42.84,Coating Defect,Material Shortage
429,2025-02-17,Night,Line B,Product Gamma,1096,37,5,76.92,Surface Defect,Quality Issue
430,2025-02-17,Morning,Line C,Product Delta,1055,39,11,8.86,Dimensional Error,None
431,2025-02-17,Afternoon,Line C,Product Gamma,1117,57,9,14.24,Assembly Error,None
432,2025-02-17,Night,Line C,Product Beta,952,19,4,73.96,Surface Defect,Maintenance
433,2025-02-18,Morning,Line A,Product Delta,1438,26,7,10.85,Dimensional Error,None
434,2025-02-18,Afternoon,Line A,Product Gamma,1481,14,4,14.77,Coating Defect,None
435,2025-02-18,Night,Line A,Product Alpha,1302,63,9,9.52,Assembly Error,None
436,2025-02-18,Morning,Line B,Product Gamma,1298,37,7,42.95,Dimensional Error,Changeover
437,2025-02-18,Afternoon,Line B,Product Gamma,1187,20,6,74.86,Assembly Error,Maintenance
438,2025-02-18,Night,Line B,Product Gamma,1201,24,5,71.04,Dimensional Error,Mechanical Failure
439,2025-02-18,Morning,Line C,Product Alpha,1102,29,4,57.98,Coating Defect,Mechanical Failure
440,2025-02-18,Afternoon,Line C,Product Gamma,1022,41,7,10.81,Surface Defect,None
441,2025-02-18,Night,Line C,Product Alpha,1027,14,3,78.59,Assembly Error,Maintenance
442,2025-02-19,Morning,Line A,Product Alpha,1568,50,10,29.54,Surface Defect,Quality Issue
443,2025-02-19,Afternoon,Line A,Product Gamma,1450,20,3,59.96,Surface Defect,Material Shortage
444,2025-02-19,Night,Line A,Product Alpha,1333,40,9,77.5,Dimensional Error,Maintenance
445,2025-02-19,Morning,Line B,Product Beta,1256,67,17,30.88,Surface Defect,Changeover
446,2025-02-19,Afternoon,Line B,Product Beta,1185,46,4,77.54,Dimensional Error,Changeover
447,2025-02-19,Night,Line B,Product Beta,1132,18,3,76.14,Surface Defect,Mechanical Failure
448,2025-02-19,Morning,Line C,Product Gamma,1057,60,8,15.56,Surface Defect,Material Shortage
449,2025-02-19,Afternoon,Line C,Product Alpha,1130,63,14,57.9,Dimensional Error,Quality Issue
450,2025-02-19,Night,Line C,Product Delta,1025,30,7,22.3,Surface Defect,Changeover
451,2025-02-20,Morning,Line A,Product Gamma,1546,29,6,66.56,Coating Defect,Mechanical Failure
452,2025-02-20,Afternoon,Line A,Product Gamma,1412,62,13,75.44,Assembly Error,Mechanical Failure
453,2025-02-20,Night,Line A,Product Beta,1437,87,19,46.87,Assembly Error,Changeover
454,2025-02-20,Morning,Line B,Product Alpha,1260,35,5,68.51,Surface Defect,Changeover
455,2025-02-20,Afternoon,Line B,Product Beta,1330,55,6,73.38,Coating Defect,Quality Issue
456,2025-02-20,Night,Line B,Product Gamma,1122,61,17,24.73,Surface Defect,Mechanical Failure
457,2025-02-20,Morning,Line C,Product Gamma,1184,62,7,69.54,Dimensional Error,Quality Issue
458,2025-02-20,Afternoon,Line C,Product Delta,1102,69,10,51.51,Surface Defect,Maintenance
459,2025-02-20,Night,Line C,Product Delta,989,59,5,11.09,Assembly Error,None
460,2025-02-21,Morning,Line A,Product Alpha,1525,93,8,55.35,Coating Defect,Quality Issue
461,2025-02-21,Afternoon,Line A,Product Beta,1402,14,4,76.22,Dimensional Error,Changeover
462,2025-02-21,Night,Line A,Product Alpha,1277,61,17,75.16,Assembly Error,Quality Issue
463,2025-02-21,Morning,Line B,Product Gamma,1238,71,11,33.62,Assembly Error,Maintenance
464,2025-02-21,Afternoon,Line B,Product Gamma,1273,21,4,26.88,Dimensional Error,Maintenance
465,2025-02-21,Night,Line B,Product Gamma,1190,43,5,56.57,Surface Defect,Changeover
466,2025-02-21,Morning,Line C,Product Gamma,1137,25,3,61.1,Coating Defect,Material Shortage
467,2025-02-21,Afternoon,Line C,Product Gamma,1058,44,12,68.24,Dimensional Error,Quality Issue
468,2025-02-21,Night,Line C,Product Alpha,1065,48,14,46.74,Surface Defect,Quality Issue
469,2025-02-22,Morning,Line A,Product Gamma,1498,38,9,71.16,Coating Defect,Mechanical Failure
470,2025-02-22,Afternoon,Line A,Product Alpha,1411,14,2,35.92,Coating Defect,Maintenance
471,2025-02-22,Night,Line A,Product Beta,1352,15,3,65.01,Dimensional Error,Material Shortage
472,2025-02-22,Morning,Line B,Product Delta,1281,31,3,26.41,Coating Defect,Mechanical Failure
473,2025-02-22,Afternoon,Line B,Product Delta,1333,46,12,28.07,Dimensional Error,Maintenance
474,2025-02-22,Night,Line B,Product Delta,1250,44,11,77.04,Surface Defect,Maintenance
475,2025-02-22,Morning,Line C,Product Beta,1209,53,11,33.46,Surface Defect,Quality Issue
476,2025-02-22,Afternoon,Line C,Product Gamma,1095,67,16,67.37,Assembly Error,Changeover
477,2025-02-22,Night,Line C,Product Beta,1122,43,11,53.41,Assembly Error,Mechanical Failure
478,2025-02-23,Morning,Line A,Product Alpha,1405,68,15,44.68,Dimensional Error,Changeover
479,2025-02-23,Afternoon,Line A,Product Delta,1425,85,17,62.55,Surface Defect,Quality Issue
480,2025-02-23,Night,Line A,Product Alpha,1411,53,16,31.13,Assembly Error,Mechanical Failure
481,2025-02-23,Morning,Line B,Product Delta,1219,65,19,16.34,Dimensional Error,Mechanical Failure
482,2025-02-23,Afternoon,Line B,Product Alpha,1248,40,11,44.71,Surface Defect,Mechanical Failure
483,2025-02-23,Night,Line B,Product Beta,1233,57,13,18.92,Assembly Error,Changeover
484,2025-02-23,Morning,Line C,Product Beta,1200,52,12,79.95,Dimensional Error,Maintenance
485,2025-02-23,Afternoon,Line C,Product Alpha,1164,20,4,61.3,Assembly Error,Material Shortage
486,2025-02-23,Night,Line C,Product Delta,993,44,9,47.39,Coating Defect,Mechanical Failure
487,2025-02-24,Morning,Line A,Product Alpha,1564,73,9,48.07,Coating Defect,Material Shortage
488,2025-02-24,Afternoon,Line A,Product Alpha,1452,84,15,44.93,Assembly Error,Maintenance
489,2025-02-24,Night,Line A,Product Gamma,1432,76,8,18.32,Assembly Error,Quality Issue
490,2025-02-24,Morning,Line B,Product Delta,1263,53,13,53.21,Surface Defect,Quality Issue
491,2025-02-24,Afternoon,Line B,Product Alpha,1178,54,6,20.81,Assembly Error,Material Shortage
492,2025-02-24,Night,Line B,Product Gamma,1109,40,5,71.68,Dimensional Error,Material Shortage
493,2025-02-24,Morning,Line C,Product Delta,1085,39,8,80.78,Coating Defect,Maintenance
494,2025-02-24,Afternoon,Line C,Product Alpha,1048,57,9,40.55,Coating Defect,Quality Issue
495,2025-02-24,Night,Line C,Product Gamma,995,52,10,61.5,Assembly Error,Material Shortage
496,2025-02-25,Morning,Line A,Product Alpha,1498,13,1,63.01,Coating Defect,Mechanical Failure
497,2025-02-25,Afternoon,Line A,Product Delta,1373,57,10,58.8,Coating Defect,Changeover
498,2025-02-25,Night,Line A,Product Alpha,1278,33,6,73.64,Assembly Error,Material Shortage
499,2025-02-25,Morning,Line B,Product Gamma,1317,75,12,38.08,Surface Defect,Material Shortage
500,2025-02-25,Afternoon,Line B,Product Delta,1161,68,19,31.22,Dimensional Error,Maintenance
501,2025-02-25,Night,Line B,Product Delta,1112,36,6,10.22,Dimensional Error,None
502,2025-02-25,Morning,Line C,Product Delta,1160,27,7,79.35,Dimensional Error,Maintenance
503,2025-02-25,Afternoon,Line C,Product Beta,1156,53,6,61.7,Surface Defect,Material Shortage
504,2025-02-25,Night,Line C,Product Beta,1090,57,8,52.92,Dimensional Error,Quality Issue
